run_dir,case,replicate,frame,time_s,time_min,dx,dy,dz,net_displacement
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,19,19.0,0.31666666666666665,-0.3196,-0.0002,0.003,0.31961414236544666
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/04_plus_x_cap_fixed_plus_motors/r0001,04_plus_x_cap_fixed_plus_motors,r0001,20,20.0,0.3333333333333333,-0.328,-0.0054,0.0006,0.3280449969135332
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,0,0.0,0.0,0.0,0.0,0.0,0.0
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,1,1.0,0.016666666666666666,0.0005,-0.0041,0.0001,0.00413158565202272
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,2,2.0,0.03333333333333333,-0.0023,-0.0062,-0.0062,0.009064766957842876
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,3,3.0,0.05,-0.0078,-0.0094,-0.0051,0.013236691429507601
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,4,4.0,0.06666666666666667,-0.0142,-0.0111,-0.0075,0.019521782705480564
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,5,5.0,0.08333333333333333,-0.0201,-0.0155,-0.0093,0.02703238798182654
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,6,6.0,0.1,-0.0301,-0.0166,-0.0162,0.038000131578719565
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,7,7.0,0.11666666666666667,-0.0391,-0.0151,-0.0181,0.04565555825964677
